genre,revenu_mensuel,annees_dans_l_entreprise,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augmentation_salaire_precedente_pourcent,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,experience_externe,score_satisfaction,augmentation_par_formation,pee_par_anciennete,a_suivi_formation,tranche_age,statut_marital_Celibataire,statut_marital_Divorce,statut_marital_Marie,departement_Commercial,departement_Consulting,departement_RessourcesHumaines,poste_AssistantdeDirection,poste_CadreCommercial,poste_Consultant,poste_DirecteurTechnique,poste_Manager,poste_ReprésentantCommercial,poste_RessourcesHumaines,poste_SeniorManager,poste_TechLead,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_InfraCloud,domaine_etude_Marketing,domaine_etude_RessourcesHumaines,domaine_etude_TransformationDigitale,promotion_recente,a_quitte_l_entreprise
0,4682,7,2,2,4,3,2,3,0,0.14,10,3,2,0,2,2.75,2.0000000000000004,0.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,7644,9,1,2,4,3,3,3,0,0.19,3,3,1,3,1,2.75,6.333333333333333,0.2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5405,4,2,1,4,1,2,4,1,0.2,2,4,1,0,16,2.25,4.0,0.4,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,13726,5,3,2,4,1,3,3,1,0.13,2,3,1,4,25,2.75,2.6,0.0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,6931,3,4,3,4,4,3,3,0,0.14,20,2,1,0,7,3.75,4.666666666666667,0.25,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,19161,5,2,3,4,4,3,3,0,0.15,2,1,2,4,23,3.25,3.75,0.0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,6347,18,4,3,3,1,3,3,0,0.12,1,3,0,0,1,2.75,3.0,0.05263157894736842,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,6349,5,3,3,2,4,3,3,1,0.13,1,1,0,1,1,3.0,13.0,0.16666666666666666,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,2936,6,3,3,3,2,2,4,0,0.22,10,4,0,3,4,2.5,11.0,0.2857142857142857,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3022,1,2,3,2,1,3,4,0,0.21,19,2,1,0,7,2.0,10.5,0.0,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,3692,11,3,3,2,3,2,3,0,0.12,3,3,2,0,1,2.5,4.0,0.0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,5070,5,1,3,4,3,3,3,0,0.13,2,2,1,0,15,2.75,4.333333333333333,0.5,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
0,13341,20,2,3,1,1,3,3,0,0.12,15,4,1,11,1,1.75,3.0,0.0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,6430,3,3,1,2,2,3,3,0,0.19,4,3,0,1,7,2.5,3.8,0.25,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,7553,8,3,3,4,1,3,3,1,0.12,14,1,2,7,1,2.75,6.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,4317,3,4,3,3,2,3,4,1,0.2,3,5,1,2,16,3.0,6.666666666666667,0.0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2370,8,3,3,2,3,3,3,0,0.13,2,3,1,0,0,2.75,2.6,0.1111111111111111,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,7446,10,3,4,2,1,3,3,0,0.11,1,5,2,4,0,2.25,3.6666666666666665,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,3117,2,3,3,4,3,3,3,0,0.18,5,1,1,2,1,3.25,6.0,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,5562,5,4,3,4,2,2,3,0,0.13,1,3,2,2,7,3.0,4.333333333333333,0.16666666666666666,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,3306,0,4,3,3,4,2,3,0,0.19,4,2,1,0,7,3.25,3.1666666666666665,1.0,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,13269,14,4,2,1,3,3,3,0,0.15,17,5,1,1,5,2.75,3.75,0.2,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,10648,13,3,3,2,4,4,4,0,0.25,9,1,1,0,0,3.25,3.5714285714285716,0.07142857142857142,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,5813,10,3,3,4,4,3,3,1,0.18,27,3,1,7,0,3.5,6.0,0.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,4197,1,3,3,2,4,2,3,1,0.12,10,4,1,0,17,2.75,4.0,0.0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,6214,8,2,3,2,1,3,3,0,0.18,8,4,1,0,0,2.0,4.5,0.1111111111111111,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,10999,15,3,2,3,2,3,3,0,0.14,4,4,1,4,12,2.75,3.5000000000000004,0.0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2133,20,4,2,2,3,3,3,1,0.16,8,3,2,0,0,3.0,4.0,0.047619047619047616,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,4374,3,4,2,3,3,3,3,0,0.15,1,4,0,1,1,3.25,2.142857142857143,0.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
0,2099,5,2,3,1,2,4,3,0,0.14,11,1,1,1,1,2.25,3.5000000000000004,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2029,5,1,2,3,3,3,4,0,0.2,26,1,0,0,0,2.5,6.666666666666667,0.5,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,13770,22,4,3,3,4,2,3,1,0.12,3,3,2,11,6,3.25,4.0,0.08695652173913043,1,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2587,2,4,3,1,2,2,3,1,0.16,16,3,1,2,15,2.25,5.333333333333333,0.3333333333333333,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,17875,1,4,3,4,3,2,3,1,0.13,21,3,1,0,28,3.25,4.333333333333333,0.5,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,3202,5,1,3,2,2,3,3,1,0.16,1,1,1,1,1,2.0,3.2,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
1,3180,3,4,3,2,3,3,3,0,0.13,2,1,2,0,1,3.0,3.25,0.75,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,6646,17,2,1,4,2,3,3,0,0.13,6,4,1,11,0,2.75,3.25,0.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2368,5,3,2,2,3,2,3,0,0.19,6,3,1,4,0,2.5,4.75,0.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,19246,31,4,3,2,4,3,3,1,0.12,2,4,1,13,9,3.25,4.0,0.0,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,18061,0,2,3,2,3,3,4,0,0.22,25,3,2,0,22,2.5,4.4,0.0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1,12061,10,1,2,2,3,3,3,0,0.17,25,2,1,0,9,2.25,5.666666666666667,0.09090909090909091,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2244,2,1,3,2,4,3,3,0,0.13,11,3,1,1,0,2.5,6.5,0.3333333333333333,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,2313,2,1,2,2,2,3,4,1,0.2,25,3,1,2,3,2.0,20.0,0.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,8412,9,3,3,1,3,3,3,0,0.11,22,4,0,7,1,2.5,2.75,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2899,2,2,2,2,4,3,3,0,0.19,9,3,1,1,1,2.75,4.75,0.3333333333333333,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,2376,2,4,2,4,2,4,3,0,0.13,4,4,2,2,0,3.5,4.333333333333333,0.3333333333333333,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,4627,9,1,2,4,1,3,3,0,0.12,6,3,1,6,1,2.25,1.7142857142857142,0.1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4647,6,4,4,4,2,3,4,1,0.2,3,1,2,0,0,3.25,5.0,0.2857142857142857,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,2647,5,4,3,4,3,4,3,0,0.13,12,2,1,1,0,3.75,1.8571428571428572,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,19328,2,3,3,4,3,3,3,1,0.17,2,4,1,2,22,3.25,4.25,0.3333333333333333,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1,6811,7,4,2,1,1,1,3,0,0.19,7,3,1,0,2,1.75,6.333333333333333,0.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
0,3408,4,1,1,4,1,3,3,0,0.13,10,1,1,1,4,2.25,4.333333333333333,0.6,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,6439,8,3,3,3,3,3,3,0,0.14,16,4,1,7,10,3.0,4.666666666666667,0.1111111111111111,1,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5811,1,2,1,4,3,3,3,1,0.16,18,3,1,1,14,3.0,5.333333333333333,0.5,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1,2553,5,3,2,4,3,3,3,0,0.16,16,4,2,1,1,3.25,4.0,0.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,4342,4,3,3,4,2,3,3,0,0.19,8,1,2,1,1,3.0,4.75,0.2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,2083,1,3,3,3,3,3,4,0,0.2,3,3,2,0,0,3.0,6.666666666666667,0.5,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,5368,6,3,3,4,3,3,4,1,0.25,16,3,0,1,1,3.25,8.333333333333334,0.14285714285714285,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,2596,1,1,2,2,1,3,3,0,0.15,1,3,2,0,0,1.75,5.0,1.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,1790,1,4,3,1,1,2,3,0,0.19,9,3,2,1,0,2.0,4.75,0.5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
0,5067,19,3,4,3,3,4,3,1,0.19,16,4,2,2,1,3.25,4.75,0.0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
0,2075,4,4,3,4,2,3,4,0,0.23,9,4,1,0,6,3.25,4.6,0.4,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,3407,10,2,4,3,4,2,3,0,0.17,28,3,1,6,0,2.75,4.25,0.18181818181818182,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2657,5,4,3,1,3,3,3,1,0.11,3,3,1,0,3,2.75,1.8333333333333333,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,6288,4,1,2,1,3,2,3,0,0.15,12,3,2,1,9,1.75,3.75,0.2,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,4031,2,1,3,1,3,3,3,0,0.13,3,3,1,0,4,2.0,2.1666666666666665,0.3333333333333333,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,4163,9,4,3,4,3,3,3,1,0.17,4,2,1,0,0,3.5,17.0,0.0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,19665,22,4,2,2,4,3,3,0,0.12,10,3,1,12,7,3.25,3.0,0.0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10903,13,4,2,2,1,3,3,0,0.16,25,3,1,4,3,2.5,5.333333333333333,0.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,2741,7,2,3,3,2,2,3,1,0.11,17,4,2,1,1,2.25,3.6666666666666665,0.125,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1,11159,7,3,3,4,4,3,3,0,0.15,3,2,1,7,3,3.5,2.142857142857143,0.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4323,5,3,3,3,2,1,3,0,0.17,8,4,1,1,1,2.25,5.666666666666667,0.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,3646,1,1,2,1,2,4,4,1,0.23,2,3,0,0,10,2.0,7.666666666666667,0.0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,4244,8,3,4,2,4,3,4,0,0.24,2,2,2,3,0,3.0,8.0,0.1111111111111111,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,3579,11,4,3,2,1,3,4,1,0.21,1,3,1,5,1,2.5,7.0,0.08333333333333333,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,6852,5,2,2,2,2,4,3,0,0.12,10,3,1,1,2,2.5,4.0,0.16666666666666666,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,3955,5,1,2,1,1,3,3,0,0.16,1,2,1,1,1,1.5,5.333333333333333,0.3333333333333333,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,2610,3,1,3,4,3,2,4,0,0.24,9,2,0,2,0,2.5,6.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0,8847,3,2,2,2,3,3,3,1,0.11,9,2,1,0,10,2.5,3.6666666666666665,0.25,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
0,2144,5,3,3,3,3,2,3,0,0.14,16,3,0,1,0,2.75,3.5000000000000004,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,2561,0,3,2,1,3,2,3,0,0.11,2,2,2,0,8,2.25,3.6666666666666665,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,2679,1,2,3,2,2,3,3,0,0.13,7,1,1,1,0,2.25,3.25,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1,3448,1,2,2,3,2,3,4,0,0.22,2,3,1,0,19,2.5,5.5,0.5,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,4302,3,4,3,2,3,3,3,0,0.17,7,3,2,0,1,3.0,4.25,0.25,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,3968,0,4,3,3,4,3,3,0,0.13,8,3,1,0,8,3.5,3.25,0.0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,9208,2,3,3,4,4,3,3,0,0.11,12,3,2,2,14,3.5,2.75,0.0,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,9396,4,4,3,1,3,3,3,0,0.16,1,4,1,0,13,2.75,4.0,0.2,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
0,1009,1,4,3,3,4,3,3,1,0.11,10,1,1,1,0,3.5,1.8333333333333333,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,4850,5,4,3,3,3,3,3,0,0.15,20,3,1,0,3,3.25,3.75,0.0,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,2335,2,1,2,1,4,3,3,1,0.15,13,3,1,2,2,2.25,3.75,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,5055,7,1,4,4,3,2,3,0,0.16,2,4,1,0,3,2.5,16.0,0.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,4717,11,2,3,3,3,3,3,0,0.11,1,3,1,6,4,2.75,3.6666666666666665,0.0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4089,10,3,3,4,2,3,3,0,0.13,2,4,1,2,0,3.0,2.6,0.18181818181818182,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,10048,1,1,3,3,2,3,3,0,0.11,10,3,2,0,16,2.25,1.8333333333333333,1.0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1,4448,7,2,3,1,2,3,3,0,0.12,12,3,1,7,8,2.0,3.0,0.125,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,2587,4,1,3,4,4,3,3,0,0.16,24,2,1,1,1,3.0,4.0,0.0,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,9547,10,4,2,3,3,2,3,0,0.17,2,1,2,1,0,3.0,5.666666666666667,0.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,4306,13,2,3,1,2,1,3,0,0.12,7,2,1,3,0,1.5,2.0,0.07142857142857142,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,19197,21,2,3,3,3,3,3,1,0.14,1,1,2,1,0,2.75,3.5000000000000004,0.045454545454545456,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,2972,1,1,3,4,3,1,3,0,0.13,7,4,1,0,0,2.25,2.6,0.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,11416,8,2,4,1,3,2,3,1,0.12,8,2,1,1,1,2.0,2.4,0.3333333333333333,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,13247,5,4,4,3,2,2,3,1,0.11,28,2,2,0,19,2.75,2.75,0.16666666666666666,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
0,9434,10,3,3,3,3,3,3,0,0.15,3,3,1,7,0,3.0,5.0,0.09090909090909091,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,5175,5,3,4,3,3,2,3,0,0.12,8,2,1,1,4,2.75,3.0,0.16666666666666666,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,5505,6,4,3,4,3,3,3,0,0.14,2,4,1,0,0,3.5,2.3333333333333335,0.2857142857142857,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,1904,0,3,3,3,4,3,3,0,0.12,8,1,0,0,0,3.25,12.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,2707,9,1,3,1,1,4,4,0,0.2,2,2,1,1,4,1.75,5.0,0.0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,2008,1,2,2,3,3,2,3,0,0.12,1,2,0,0,0,2.5,4.0,1.5,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,3761,5,2,2,4,2,2,3,0,0.12,5,4,2,0,5,2.5,3.0,0.16666666666666666,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,7596,10,2,2,3,2,3,3,0,0.13,2,2,1,9,0,2.5,4.333333333333333,0.18181818181818182,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,6323,10,4,3,3,1,4,3,0,0.11,11,3,2,9,0,3.0,3.6666666666666665,0.09090909090909091,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2024,2,4,3,2,4,1,3,0,0.18,9,3,0,2,4,2.75,9.0,0.3333333333333333,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,18265,1,4,2,4,3,4,3,0,0.12,1,3,1,0,24,3.75,3.0,0.0,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,4189,5,2,2,2,1,3,3,0,0.14,9,2,1,0,0,2.0,4.666666666666667,0.3333333333333333,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,3690,3,3,2,3,4,2,3,0,0.15,1,3,1,0,2,3.0,5.0,0.25,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,2659,3,3,3,4,3,3,3,1,0.13,6,3,1,0,0,3.25,4.333333333333333,0.25,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2576,5,2,3,1,2,3,3,0,0.16,1,4,1,1,3,2.0,2.6666666666666665,0.16666666666666666,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,5472,8,4,4,4,2,3,3,0,0.12,2,2,1,1,0,3.25,4.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
0,2889,2,4,2,4,3,3,3,0,0.11,7,1,1,2,0,3.5,3.6666666666666665,0.6666666666666666,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,6796,4,2,3,3,1,3,3,1,0.14,8,2,2,1,14,2.25,2.8000000000000003,0.2,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,3617,1,4,3,2,4,3,3,1,0.14,9,4,2,0,2,3.25,4.666666666666667,0.5,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,16437,21,3,3,4,4,3,4,1,0.21,6,2,1,7,0,3.5,7.0,0.0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,7484,13,1,2,1,3,2,4,0,0.2,1,4,2,12,10,1.75,10.0,0.0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,2216,7,1,1,2,4,3,3,1,0.13,1,2,1,3,3,2.5,2.6,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,4327,0,2,3,2,4,3,3,0,0.12,2,4,2,0,5,2.75,4.0,3.0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,4615,16,4,2,1,1,3,4,1,0.23,8,4,1,1,3,2.25,7.666666666666667,0.17647058823529413,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,4661,9,3,3,4,3,3,3,0,0.13,2,3,1,8,0,3.25,2.6,0.0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,6949,5,2,2,4,1,3,3,0,0.14,1,3,1,1,1,2.5,3.5000000000000004,0.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,15427,25,1,2,4,3,3,3,0,0.16,2,4,1,3,6,2.75,4.0,0.0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,2476,1,3,3,2,1,3,3,0,0.18,2,1,1,0,0,2.25,4.5,0.5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,5473,8,1,3,1,4,4,3,0,0.12,9,2,1,7,1,2.5,2.0,0.0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,10938,19,3,3,3,4,3,4,0,0.25,2,4,2,11,1,3.25,12.5,0.0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,2867,7,3,3,1,4,2,3,0,0.13,1,3,1,7,1,2.5,1.8571428571428572,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3212,2,3,2,4,2,2,3,0,0.15,2,3,1,2,4,2.75,3.75,0.0,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
