genre,revenu_mensuel,annee_experience_totale,annees_dans_l_entreprise,heure_supplementaires,a_quitte_l_entreprise,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,experience_externe,score_satisfaction,augmentation_par_formation,pee_par_anciennete,a_suivi_formation,tranche_age,statut_marital_Celibataire,statut_marital_Divorce,statut_marital_Marie,promotion_recente,poste_AssistantdeDirection,poste_CadreCommercial,poste_Consultant,poste_DirecteurTechnique,poste_Manager,poste_ReprésentantCommercial,poste_RessourcesHumaines,poste_SeniorManager,poste_TechLead
0,6553,14,1,0,0,2,4,1,0,13,3.5,3.5,0.0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1
0,6261,9,7,0,0,29,3,1,1,2,4.0,4.5,0.125,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1
0,4298,6,2,0,0,1,1,2,2,4,2.0,9.5,0.3333333333333333,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,6804,7,7,1,0,18,4,0,1,0,4.0,15.0,0.25,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3815,5,5,1,0,10,4,2,2,0,3.5,3.4,0.16666666666666666,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
0,2741,15,7,1,0,19,2,1,3,8,3.5,5.0,0.125,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0
0,6673,17,1,1,1,29,1,1,0,16,1.5,6.333333333333333,0.0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0
1,7639,10,10,0,1,27,3,1,1,0,3.0,5.5,0.2727272727272727,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
0,2328,4,4,1,0,5,3,1,2,0,3.0,5.333333333333333,0.2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1,2153,8,8,0,0,18,1,2,1,0,3.0,4.333333333333333,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
0,4876,5,3,0,0,9,5,0,0,2,4.0,2.3333333333333335,0.25,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0
0,9396,17,4,0,0,1,4,1,0,13,2.5,4.0,0.2,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0
0,10400,14,14,0,1,4,4,1,9,0,4.0,3.6666666666666665,0.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,8474,12,11,0,0,1,1,0,5,1,3.0,7.333333333333333,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,9981,7,7,0,0,20,3,2,0,0,3.5,4.666666666666667,0.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,12490,16,10,0,0,8,4,1,4,6,2.0,2.6666666666666665,0.18181818181818182,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0
1,2657,8,5,1,1,3,3,1,0,3,2.5,1.8333333333333333,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,13591,16,1,1,0,6,3,1,0,15,4.0,4.5,0.0,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0
1,6696,9,6,0,1,26,4,2,0,3,2.0,2.5,0.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,2058,7,6,0,1,1,3,1,1,1,3.0,7.0,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,8865,23,19,0,0,6,3,0,12,4,4.0,4.0,0.0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0
1,5940,16,6,0,0,3,3,1,0,10,2.5,2.8,0.14285714285714285,1,3,0,0,1,1,0,1,0,0,0,0,0,0,0
0,5914,16,13,0,0,5,2,1,3,3,3.0,4.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2622,7,3,0,0,4,4,1,1,4,2.5,5.25,0.0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
0,12185,10,10,1,0,11,3,2,0,0,3.0,7.0,0.2727272727272727,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0
0,10609,17,16,0,0,3,3,1,5,1,2.0,1.7142857142857142,0.11764705882352941,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0
0,4345,6,5,0,0,1,4,0,1,1,3.0,4.0,0.16666666666666666,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
0,2177,7,1,0,0,3,3,1,0,6,3.5,2.4285714285714284,0.5,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0
0,2793,13,9,0,0,4,4,2,5,4,2.5,5.666666666666667,0.1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0
1,7918,11,11,0,0,1,1,2,4,0,3.0,2.3333333333333335,0.08333333333333333,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,8789,10,10,0,0,1,3,2,0,0,3.0,3.5,0.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
0,2389,4,4,1,1,18,1,1,0,0,3.5,3.25,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,3212,6,2,0,0,2,3,1,2,4,3.5,3.75,0.0,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0
0,19232,22,22,0,0,4,2,1,11,0,3.5,2.75,0.0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0
0,2267,7,2,0,0,6,2,1,2,5,2.5,5.666666666666667,0.0,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0
1,19517,32,7,0,0,1,4,1,0,25,4.0,2.75,0.125,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0
0,2436,8,5,1,1,14,3,1,0,3,3.5,4.333333333333333,0.16666666666666666,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
1,16064,22,17,1,0,16,3,1,1,5,4.0,5.5,0.05555555555555555,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0
1,2707,13,9,0,1,2,2,1,1,4,1.0,5.0,0.0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
0,19068,33,33,1,0,2,4,0,15,0,2.0,6.0,0.0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0
1,3931,6,4,0,0,4,2,1,1,2,2.5,1.8333333333333333,0.2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
0,3730,4,3,1,1,1,3,1,1,1,3.5,4.666666666666667,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1,2232,7,3,0,0,1,4,1,1,4,3.0,7.0,0.75,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0
0,4465,4,3,0,0,26,4,0,2,1,3.5,6.0,0.0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
0,3072,17,1,0,0,19,2,1,0,16,2.0,5.333333333333333,1.0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0
0,3319,9,9,0,0,24,2,1,4,0,2.5,4.25,0.2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0
0,19202,25,24,0,0,1,3,1,1,1,3.5,3.6666666666666665,0.04,1,3,0,0,1,1,0,0,0,0,0,0,0,1,0
0,13675,9,2,0,0,3,4,2,2,7,2.5,3.0,0.3333333333333333,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1,2911,2,2,0,0,5,4,1,0,0,3.5,4.333333333333333,0.3333333333333333,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
0,5957,13,11,0,0,2,4,1,5,2,2.5,3.25,0.08333333333333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3920,17,3,0,0,1,2,1,0,14,2.0,4.666666666666667,0.25,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0
0,6434,9,3,0,0,7,4,2,0,6,2.0,8.5,0.25,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1
0,10048,17,1,0,1,10,3,2,0,16,2.0,1.8333333333333333,1.0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1
1,10938,20,19,0,0,2,4,2,11,1,3.0,12.5,0.0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2340,6,6,0,0,15,3,1,1,0,3.5,9.5,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,6545,10,3,1,0,17,2,1,0,7,2.5,6.5,0.0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0
0,6931,10,3,0,0,20,2,1,0,7,4.0,4.666666666666667,0.25,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1,4898,5,4,0,0,1,3,1,1,1,2.0,3.0,0.4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,2593,10,9,1,0,2,3,1,7,1,2.5,2.2,0.1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0
0,19436,22,21,0,0,2,2,1,3,1,2.0,3.1666666666666665,0.045454545454545456,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0
0,2723,1,1,0,0,1,3,1,0,0,3.5,11.0,0.0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0
0,3479,6,5,0,1,29,2,2,1,1,2.5,3.6666666666666665,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
0,2794,5,5,0,0,7,3,2,0,0,2.0,5.0,0.0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
0,5249,13,8,0,0,2,2,0,7,5,4.0,18.0,0.1111111111111111,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
0,2176,9,6,0,0,2,1,1,0,3,2.5,2.1666666666666665,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1,16872,28,7,1,0,2,3,1,7,21,2.5,4.0,0.125,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0
0,3485,5,0,0,1,2,4,1,0,5,2.0,1.8333333333333333,0.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,6644,10,0,0,0,2,3,1,0,10,1.5,6.333333333333333,2.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
0,5582,10,9,0,0,23,3,1,7,1,3.0,7.0,0.1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,4000,6,6,0,0,5,2,0,1,0,1.5,4.0,0.2857142857142857,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,13496,21,20,1,0,20,2,1,4,1,3.5,4.666666666666667,0.0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0
0,3210,16,15,0,0,6,3,1,10,1,4.0,2.2,0.0625,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,19045,37,36,1,0,1,3,1,4,1,2.5,4.666666666666667,0.0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0
0,11849,10,10,1,1,29,4,0,9,0,1.5,4.0,0.09090909090909091,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0
0,2070,5,5,0,0,9,3,1,0,0,4.0,5.75,0.16666666666666666,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,6502,7,5,0,0,6,4,1,0,2,3.5,2.3333333333333335,0.16666666666666666,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0
0,3230,3,3,0,0,3,2,1,1,0,3.5,3.4,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,13603,15,5,1,0,1,4,0,0,10,2.5,6.0,0.3333333333333333,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0
1,11996,10,7,0,0,22,3,1,6,3,2.0,2.5714285714285716,0.125,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,5605,8,8,1,0,7,2,1,7,0,1.0,6.0,0.1111111111111111,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0
1,6397,6,6,0,0,1,3,2,1,0,2.5,2.857142857142857,0.14285714285714285,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,19144,28,10,0,0,4,1,1,1,18,1.5,2.8,0.18181818181818182,1,3,0,1,0,1,0,0,0,1,0,0,0,0,0
0,17584,21,5,1,0,3,4,1,1,16,3.0,2.6666666666666665,0.5,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0
0,4907,20,20,0,0,1,1,1,11,0,2.5,6.25,0.0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0
0,4554,10,10,0,0,2,2,2,0,0,3.0,4.5,0.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,5415,12,10,1,0,20,2,1,0,2,3.0,3.8,0.09090909090909091,1,3,0,0,1,1,0,0,1,0,0,0,0,0,0
0,4741,5,5,1,0,11,2,2,3,0,1.0,3.25,0.16666666666666666,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,2115,17,17,0,0,1,3,1,5,0,4.0,3.0,0.0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0
0,3161,19,1,1,1,24,3,2,0,18,3.5,22.0,0.5,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0
0,5745,10,2,0,0,23,4,1,1,8,4.0,4.666666666666667,0.3333333333333333,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0
0,2373,5,3,1,1,16,4,1,0,2,1.5,4.333333333333333,0.25,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1,3310,5,5,0,0,8,2,1,0,0,4.0,5.25,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,18665,22,3,1,0,10,4,2,1,19,2.0,2.2,0.0,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0
0,4485,10,8,0,0,3,3,1,7,2,2.5,4.0,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1,2789,2,2,0,0,5,3,2,2,0,3.0,1.8333333333333333,0.3333333333333333,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
0,5828,8,8,1,1,4,4,1,7,0,4.0,12.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,2326,4,4,1,0,9,3,2,1,0,3.0,3.0,0.6,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0
1,13525,23,20,0,0,26,3,2,4,3,2.5,4.666666666666667,0.047619047619047616,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1420,0,0,0,1,3,3,1,0,0,3.0,4.333333333333333,0.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,8020,12,11,0,0,16,3,1,6,1,2.5,3.75,0.16666666666666666,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,3688,4,1,0,0,18,4,2,0,3,3.5,6.0,1.0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
0,5482,13,4,0,0,2,3,1,1,9,3.0,4.5,0.2,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1
0,16015,22,22,0,0,2,4,1,0,0,3.0,6.333333333333333,0.0,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0
1,1200,0,0,0,0,10,3,1,0,0,3.5,4.0,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,5661,9,8,0,0,16,2,1,0,1,1.5,6.333333333333333,0.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,6929,10,8,0,0,7,3,1,7,2,3.0,2.75,0.1111111111111111,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,9613,19,18,0,0,1,3,1,3,1,3.5,2.8333333333333335,0.15789473684210525,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0
1,5674,11,9,0,0,24,4,0,0,2,2.0,3.75,0.1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
0,5484,13,13,0,0,7,3,1,4,0,3.5,3.5,0.07142857142857142,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1,12061,19,10,0,0,25,2,1,0,9,1.5,5.666666666666667,0.09090909090909091,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0
0,5660,12,5,1,0,1,4,0,1,7,3.5,4.333333333333333,0.16666666666666666,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0
0,4821,6,5,1,0,5,4,1,0,1,3.5,2.4,0.16666666666666666,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
0,6410,9,2,0,0,2,3,1,1,7,1.0,6.0,0.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
0,5210,24,24,0,0,7,3,2,9,0,1.0,6.0,0.04,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0
0,2695,3,2,1,0,2,4,1,2,1,3.5,6.0,0.3333333333333333,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1,11878,12,10,0,0,5,4,2,8,2,3.0,3.6666666666666665,0.18181818181818182,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,17068,21,21,1,0,10,1,1,11,0,2.0,3.5,0.0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2455,9,8,0,0,10,4,2,1,1,3.5,3.1666666666666665,0.0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0
1,13964,25,7,1,0,1,2,1,0,18,3.0,4.0,0.0,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
0,4941,11,8,0,1,8,4,1,7,3,2.5,3.75,0.0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0
1,2478,4,4,1,0,5,3,1,1,0,2.5,4.0,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,5228,13,13,1,0,8,2,1,11,0,2.5,3.6666666666666665,0.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,4478,5,5,1,0,2,3,1,0,0,3.5,2.75,0.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,7547,13,7,0,0,7,3,1,1,6,4.0,3.0,0.375,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
1,5055,10,7,0,0,2,4,1,0,3,2.5,16.0,0.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
0,3464,5,3,1,1,2,4,1,2,2,2.5,2.6,0.0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1,5775,11,10,0,0,28,2,1,1,1,4.0,4.333333333333333,0.18181818181818182,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1,8943,10,10,0,0,7,2,2,8,0,3.0,8.0,0.09090909090909091,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,19272,21,21,0,0,7,2,2,13,0,3.5,5.0,0.045454545454545456,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0
1,5238,12,1,1,1,3,2,1,0,11,3.5,4.5,0.0,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0
0,4682,9,7,0,0,10,3,2,0,2,3.0,2.0,0.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
0,18300,21,3,0,0,5,5,1,1,18,3.5,3.6666666666666665,0.25,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0
1,5257,9,9,0,0,10,4,2,0,0,3.0,2.75,0.1,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0
0,6349,6,5,1,0,1,1,0,1,1,2.5,13.0,0.16666666666666666,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1,4869,20,4,0,0,20,4,2,0,16,3.5,2.4,0.0,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0
1,9985,10,1,0,0,7,3,1,0,9,2.0,8.0,0.5,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0
0,3697,12,10,0,0,8,4,1,9,2,4.0,3.5,0.18181818181818182,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0
0,7457,6,4,1,0,1,2,1,0,2,3.0,7.333333333333333,0.6,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0
0,2119,7,7,1,1,8,4,1,0,0,1.5,2.2,0.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,3983,4,3,0,0,9,5,1,2,1,3.0,5.666666666666667,0.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,6118,10,10,0,0,5,3,1,1,0,3.5,4.333333333333333,0.2727272727272727,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1,6214,8,8,0,0,8,4,1,0,0,2.0,4.5,0.1111111111111111,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
0,6347,8,6,0,0,5,2,1,0,2,4.0,5.333333333333333,0.2857142857142857,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1
0,11510,12,11,1,0,15,2,1,2,1,3.5,3.5,0.08333333333333333,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0
1,7143,11,11,1,0,7,4,1,4,0,3.5,4.666666666666667,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,8268,7,7,1,0,10,1,1,1,0,3.0,4.666666666666667,0.25,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
0,8095,17,16,0,0,5,4,1,0,1,2.5,2.1666666666666665,0.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
0,2904,4,4,0,0,26,1,1,0,0,3.5,4.0,0.4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
0,6032,8,5,1,0,6,3,1,1,3,3.0,3.75,0.0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1
0,2976,5,0,0,0,4,1,2,0,5,2.5,4.75,0.0,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0
1,15992,16,1,0,0,23,5,1,0,15,2.5,4.666666666666667,0.0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
0,4649,4,4,0,0,2,3,0,0,0,3.5,3.5,0.2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
0,2696,4,3,1,0,2,1,1,1,1,3.0,1.8333333333333333,0.25,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0
1,2370,8,8,0,0,2,3,1,0,0,2.5,2.6,0.1111111111111111,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
1,12504,15,0,0,0,29,1,1,0,15,2.0,5.25,1.0,1,3,0,0,1,1,0,0,0,0,0,0,0,1,0
0,5974,13,7,1,0,6,3,1,6,6,2.0,4.333333333333333,0.25,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0
1,4736,4,2,1,0,25,2,0,2,2,3.5,4.0,0.3333333333333333,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
0,5296,8,8,0,0,1,3,1,7,0,3.0,4.25,0.1111111111111111,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,6781,14,1,0,0,2,4,1,0,13,2.5,3.2857142857142856,0.0,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0
1,2174,3,3,1,1,1,1,2,1,0,1.5,2.75,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,6653,7,1,0,0,1,5,0,0,6,4.0,2.142857142857143,0.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
0,9699,16,13,0,0,3,4,2,1,3,2.5,3.6666666666666665,0.07142857142857142,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
0,6755,15,3,0,0,1,4,1,1,12,3.5,3.6666666666666665,0.0,1,3,0,0,1,1,0,0,0,0,1,0,0,0,0
1,2213,10,7,1,0,10,4,1,1,3,3.5,3.25,0.125,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0
0,2610,3,3,0,0,9,2,0,2,0,2.5,6.0,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,2851,1,1,1,1,5,3,1,0,0,3.5,4.333333333333333,0.0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
1,3452,17,5,0,0,10,3,1,0,12,2.0,5.0,0.16666666666666666,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0
1,5258,7,1,0,0,7,4,0,0,6,3.0,4.666666666666667,0.0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1
0,9355,8,8,0,1,4,3,2,7,0,1.5,3.0,0.0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0
0,10496,20,4,0,0,10,3,1,1,16,4.0,5.0,0.0,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
0,6380,8,6,1,1,22,2,1,1,2,3.0,1.7142857142857142,0.2857142857142857,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0
0,2657,3,2,1,0,9,4,1,2,1,2.5,2.6666666666666665,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
1,2716,1,1,0,1,12,3,1,0,0,2.5,15.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,2201,6,3,0,0,23,3,1,1,3,4.0,3.2,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,6540,10,1,0,0,9,4,1,0,9,2.5,3.1666666666666665,0.0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
0,3816,5,5,0,0,1,2,1,0,0,3.0,3.6666666666666665,0.16666666666666666,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0,5253,7,7,0,0,9,4,1,0,0,3.0,8.0,0.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,10965,26,5,0,0,7,3,1,0,21,2.5,8.0,0.0,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
1,4936,18,7,0,0,14,2,1,0,11,3.5,3.6666666666666665,0.125,1,3,0,0,1,1,0,1,0,0,0,0,0,0,0
1,2543,6,2,0,0,2,3,1,2,4,3.5,3.25,0.3333333333333333,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
0,5304,9,5,1,1,19,3,0,0,4,2.5,3.25,0.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
1,16659,30,5,1,0,2,3,1,1,25,3.5,4.333333333333333,0.0,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0
1,4260,5,5,1,0,10,4,1,0,0,3.5,4.0,0.16666666666666666,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
0,2476,1,1,0,0,2,1,1,0,0,2.5,4.5,0.5,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,3102,7,6,0,1,3,1,2,0,1,2.0,7.333333333333333,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,2244,2,2,0,0,11,3,1,1,0,1.5,6.5,0.3333333333333333,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,7596,10,10,0,0,2,2,1,9,0,2.5,4.333333333333333,0.18181818181818182,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,2285,3,1,1,1,4,3,2,0,2,3.5,4.6,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,3034,18,18,0,0,14,3,1,12,0,2.5,4.0,0.05263157894736842,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0
1,5715,8,5,0,0,2,2,1,1,3,3.0,2.0,0.3333333333333333,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0
1,2576,8,5,0,0,1,4,1,1,3,1.5,2.6666666666666665,0.16666666666666666,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0
0,4197,18,1,1,0,10,4,1,0,17,2.5,4.0,0.0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1
0,14336,25,25,0,0,12,3,1,3,0,1.5,2.75,0.038461538461538464,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0
1,3448,20,1,0,0,2,3,1,0,19,2.5,5.5,0.5,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0
0,19406,24,4,0,0,5,2,1,1,20,1.0,2.2,0.2,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0
1,6538,6,3,0,0,4,4,0,1,3,3.0,3.75,0.25,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
1,4306,13,13,0,0,7,2,1,3,0,1.5,2.0,0.07142857142857142,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2258,8,3,0,0,21,3,2,1,5,4.0,10.0,0.25,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0
1,4522,8,5,1,0,8,4,1,0,3,3.0,3.5,0.0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0
1,4487,5,5,1,0,4,2,1,1,0,3.0,2.75,0.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,4449,15,13,1,0,25,5,0,10,2,2.5,5.0,0.14285714285714285,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0
